"Data Source","World Development Indicators",

"Last Updated Date","2019-07-10",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018",
"Sao Tome and Principe","STP","Population, male","SP.POP.TOTL.MA.IN","35775","35710","35311","34768","34344","34220","34453","34995","35752","36576","37372","38117","38831","39578","40400","41356","42458","43677","44939","46157","47263","48231","49081","49901","50804","51872","53133","54549","56069","57587","59031","60411","61726","62980","64170","65300","66370","67389","68407","69469","70627","71879","73233","74730","76401","78273","80383","82701","85114","87499","89751","91830","93775","95617","97441","99294","101194","103126","105096",
"Suriname","SUR","Population, male","SP.POP.TOTL.MA.IN","143946","147775","151606","155516","159598","163880","168472","173242","177740","181331","183616","184397","183878","182550","181115","180109","179702","179812","180295","180930","181575","182190","182885","183861","185332","187464","190316","193782","197680","201749","205779","209727","213599","217334","220875","224171","227187","229922","232487","235012","237599","240285","243045","245864","248708","251564","254429","257310","260209","263135","266084","269044","272020","274979","277907","280776","283571","286298","288959",
"Slovak Republic","SVK","Population, male","SP.POP.TOTL.MA.IN","2008036","2070373","2094326","2116586","2139221","2160651","2180249","2198039","2214040","2230023","2238575","2247004","2265315","2286458","2309294","2332788","2356784","2381110","2404734","2427828","2446773","2463249","2480837","2497228","2512687","2527918","2541882","2554351","2566215","2576899","2586549","2586860","2586034","2594317","2603031","2609229","2613457","2617105","2619526","2621152","2616580","2610775","2608838","2606234","2604997","2604797","2604701","2605478","2607966","2611932","2615093","2619446","2625101","2629163","2632812","2636126","2639992","2644240","2647954",
"Slovenia","SVN","Population, male","SP.POP.TOTL.MA.IN","759149","763452","767619","773653","780929","789701","800957","812272","821650","828120","834895","842267","849368","856306","860488","868333","880363","889939","898617","907666","916770","920197","923626","931324","937777","943505","955809","967346","969565","969541","969845","969858","967807","965016","963776","964371","964816","965130","964872","967130","970977","972703","973484","973469","973981","976479","981507","989806","994571","1006589","1013281","1016862","1019789","1021499","1022690","1023745","1024920","1026077","1027095",
"Sweden","SWE","Population, male","SP.POP.TOTL.MA.IN","3733198","3751492","3773092","3795380","3824801","3861815","3899462","3930082","3952428","3979808","4015732","4041051","4049717","4052839","4060635","4073026","4084465","4095905","4104967","4111067","4116463","4118282","4117482","4116409","4117798","4123069","4132074","4146113","4165967","4194722","4227935","4257253","4282520","4307573","4338418","4361478","4368790","4371768","4374858","4379212","4387548","4400990","4417335","4436188","4456489","4477600","4506575","4544223","4584071","4627539","4671177","4710289","4748680","4792299","4843205","4897811","4962865","5033284","5099099",
"Eswatini","SWZ","Population, male","SP.POP.TOTL.MA.IN","162933","165868","168692","171591","174833","178586","182948","187853","193210","198867","204701","210703","216919","223394","230203","237398","244980","252939","261282","270015","279134","288630","298486","308683","319211","330038","341123","352434","363939","375620","387411","399275","411118","422743","433906","444381","454117","463111","471177","478126","483853","488237","491427","493870","496147","498723","501771","505238","508974","512744","516384","519879","523343","526904","530740","534966","539637","544697","550083",
"Sint Maarten (Dutch part)","SXM","Population, male","SP.POP.TOTL.MA.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Seychelles","SYC","Population, male","SP.POP.TOTL.MA.IN","20412","21040","21652","22250","22856","23487","24144","24804","25481","26164","26854","27473","28220","28723","29300","30014","30632","31260","31413","31658","31931","32320","32525","32498","32685","32923","33064","34406","34430","34548","34669","35127","35318","36109","37127","37690","38232","38650","39364","40093","40411","40405","41619","41141","41055","41399","42547","43138","44503","44952","46298","44930","45014","45372","45619","46294","46727","47230","47693",
"Syrian Arab Republic","SYR","Population, male","SP.POP.TOTL.MA.IN","2337865","2410785","2486291","2564699","2646431","2731856","2821052","2914042","3011032","3112238","3217838","3328141","3443198","3562551","3685568","3811886","3941004","4073355","4210610","4355081","4508218","4670739","4841670","5018749","5198822","5379521","5560115","5741103","5922870","6106246","6291884","6479551","6669026","6861001","7056402","7255800","7460399","7669963","7882077","8093345","8301811","8497284","8679941","8869708","9094295","9368211","9711025","10102816","10471611","10719872","10782759","10636852","10317726","9893490","9462938","9103155","8825797","8623807","8532078",
"Turks and Caicos Islands","TCA","Population, male","SP.POP.TOTL.MA.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chad","TCD","Population, male","SP.POP.TOTL.MA.IN","1466814","1495263","1524891","1555398","1586387","1617641","1648870","1680308","1712827","1747649","1785555","1827106","1871884","1918483","1964914","2009851","2052976","2095055","2137200","2181046","2227907","2278013","2331462","2389270","2452618","2522318","2599098","2682749","2772012","2864973","2960361","3057901","3158287","3262364","3371384","3486375","3607217","3733907","3867685","4010075","4161997","4324289","4496172","4675007","4857098","5039845","5222071","5404630","5589539","5779790","5977491","6183295","6396269","6615010","6837405","7062001","7288297","7516834","7748330",
"East Asia & Pacific (IDA & IBRD countries)","TEA","Population, male","SP.POP.TOTL.MA.IN","451487754","450883713","456673110","468288311","479698280","491586352","505266012","518451171","532118079","546666960","561707076","577105102","591635955","605703216","619013599","631093434","642238605","652584310","662920983","673405204","683698521","694337129","706162227","718048408","729404604","741163713","753751856","767140805","780706401","793928514","806820042","819131289","830628276","841677258","852634683","863365996","873900640","884314161","894355732","903825472","912814254","921419384","929671704","937634907","945436477","953236752","960872788","968295929","975685464","983010373","990272897","997547935","1004906026","1012303688","1019741293","1027111824","1034624912","1042176026","1048907498",
"Europe & Central Asia (IDA & IBRD countries)","TEC","Population, male","SP.POP.TOTL.MA.IN","143381797","145795104","148213399","150657970","153098268","155439414","157440888","159500341","161509833","163449633","165315156","167168707","169083958","170999399","172936106","174898514","176944224","178965714","180943723","182908041","184932665","186984606","188954888","190921615","193007428","195100030","197179732","199246442","201228750","202999480","204446069","205473646","206273020","206930249","207274422","207450624","207571888","207699922","207833779","207850899","207644682","207360541","207111379","207091916","207170934","207285761","207462377","207712711","208168438","208983845","209905035","211010390","212140747","213402946","214673033","215970646","217228400","218400572","219445970",
"Togo","TGO","Population, male","SP.POP.TOTL.MA.IN","778785","787261","794867","804349","819407","842497","874895","915207","959920","1004037","1043945","1078682","1109357","1136986","1163396","1190085","1216835","1243613","1272281","1305211","1343976","1389408","1440751","1496019","1552331","1607500","1661271","1714105","1765416","1814704","1861825","1906008","1947830","1990119","2036725","2090317","2152223","2221385","2295168","2369668","2442130","2511675","2579318","2646522","2715548","2788035","2864324","2943826","3026151","3110597","3196632","3284228","3373503","3464230","3556140","3649054","3742869","3837597","3933405",
"Thailand","THA","Population, male","SP.POP.TOTL.MA.IN","13718988","14133757","14563343","15007606","15466403","15939356","16425318","16923254","17432847","17953892","18485503","19027165","19576437","20128041","20675378","21213279","21739718","22254533","22756908","23246666","23723879","24186406","24634063","25071309","25504398","25937242","26373111","26809232","27236225","27641074","28015119","28353432","28660584","28948930","29236081","29534262","29848230","30172704","30497602","30808012","31093148","31350356","31583187","31794609","31989766","32172751","32343766","32502296","32650982","32793041","32930764","33065368","33196504","33322888","33442366","33553238","33655354","33748940","33833163",
"Tajikistan","TJK","Population, male","SP.POP.TOTL.MA.IN","1015088","1050912","1089397","1130008","1171924","1214522","1257688","1301513","1345849","1390582","1435625","1480977","1526683","1572865","1619700","1667380","1715905","1765448","1816562","1869945","1926123","1984903","2046088","2110085","2177367","2248006","2322469","2399894","2477465","2551429","2619148","2679667","2733854","2783193","2830040","2876274","2922270","2967986","3014444","3062737","3113729","3168024","3225768","3286812","3350743","3417271","3486495","3558677","3633900","3712245","3793778","3878261","3965616","4056312","4150956","4249783","4353015","4459988","4569011",
"Turkmenistan","TKM","Population, male","SP.POP.TOTL.MA.IN","781756","808741","836735","865472","894634","924005","953420","982911","1012628","1042831","1073710","1105282","1137470","1170180","1203296","1236713","1270501","1304701","1339190","1373795","1408462","1443128","1477970","1513498","1550353","1589003","1629271","1671001","1714729","1761134","1810468","1863188","1918482","1973775","2025650","2071646","2110942","2144272","2172829","2198501","2222835","2246151","2268458","2290685","2313878","2338886","2366013","2395433","2427692","2463293","2502515","2545633","2592295","2641297","2690993","2740073","2788090","2835087","2880939",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","Population, male","SP.POP.TOTL.MA.IN","104735844","107673672","110692606","113782276","116928703","120120871","123355560","126632261","129946236","133292677","136668746","140071160","143500969","146964928","150473008","154032680","157642221","161299414","165009468","168778984","172610435","176506149","180458083","184445038","188438618","192417473","196371919","200303710","204216891","208120314","212019860","215912473","219792206","223658596","227511546","231349292","235172761","238977317","242749059","246469918","250127208","253715520","257238814","260706025","264131106","267524636","270887574","274218168","277521022","280801130","284008956","287275765","290517826","293728438","296898454","300020976","303091928","306112056","309085361",
"Timor-Leste","TLS","Population, male","SP.POP.TOTL.MA.IN","240806","245056","249509","254143","258936","263858","268776","273662","278713","284204","290270","297219","304793","311912","317110","319438","318372","314513","309467","305479","304177","306148","310923","317755","325439","333105","340470","347808","355429","363851","373343","384165","395969","407803","418357","426766","432540","436146","438877","442566","448484","457106","467960","480241","492726","504516","515425","525721","535593","545357","555273","565321","575421","585713","596373","607515","619177","631350","643893",
"Middle East & North Africa (IDA & IBRD countries)","TMN","Population, male","SP.POP.TOTL.MA.IN","49368498","50681668","52024388","53403475","54828530","56306152","57842643","59435361","61071195","62731595","64405342","66089121","67793942","69540749","71358346","73269182","75277192","77381300","79591698","81919188","84369245","86942386","89630532","92418545","95285694","98212448","101191313","104211555","107245830","110261538","113232947","116152137","119016353","121812922","124529737","127161715","129699167","132151773","134558390","136972004","139431547","141956379","144540061","147164450","149799067","152424208","155032725","157640538","160278318","162988438","165800207","168728922","171762735","174870866","178008423","181144233","184258570","187362918","190494085",
"Tonga","TON","Population, male","SP.POP.TOTL.MA.IN","31258","32373","33686","35117","36560","37925","39198","40384","41466","42403","43191","43794","44224","44553","44867","45223","45664","46152","46646","47065","47349","47491","47517","47472","47433","47454","47549","47699","47880","48067","48205","48299","48375","48439","48527","48658","48853","49089","49357","49611","49830","49988","50109","50223","50374","50603","50930","51339","51747","52018","52079","51872","51477","51003","50642","50533","50721","51168","51782",
"South Asia (IDA & IBRD)","TSA","Population, male","SP.POP.TOTL.MA.IN","296422845","302718965","309244950","315998314","322975817","330174861","337597673","345244775","353110349","361186763","369470442","377957869","386656116","395585392","404772923","414238416","423984170","434004357","444299340","454867390","465703382","476810069","488177675","499772778","511551652","523482076","535538162","547722102","560062737","572604905","585374351","598376703","611579143","624921560","638322556","651719576","665075107","678389503","691682869","704993140","718339558","731722619","745103626","758415352","771570020","784501939","797189249","809639994","821857195","833855460","845650225","857233955","868558942","879788680","890933719","902020842","913082396","924092082","935030663",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","Population, male","SP.POP.TOTL.MA.IN","112560711","115215212","117980899","120856609","123838986","126927179","130123137","133433776","136869609","140443848","144167794","148044272","152076730","156273003","160642828","165192534","169927384","174846169","179936462","185187002","190584774","196123147","201805438","207642182","213651925","219842677","226221610","232782584","239501729","246351993","253312535","260382113","267569794","274886973","282353747","289981725","297785665","305772612","313950387","322330741","330922362","339732780","348780425","358095835","367720118","377684171","388000245","398668024","409690147","421061925","432781138","444845504","457257087","469996443","483040590","496370664","509979206","523862342","538004524",
"Trinidad and Tobago","TTO","Population, male","SP.POP.TOTL.MA.IN","425520","433581","440404","446085","450815","454791","457975","460455","462754","465529","469276","474201","480229","487066","494273","501512","508679","515864","523188","530870","539019","547672","556668","565661","574156","581832","588533","594336","599387","603951","608226","612260","616024","619404","622247","624479","626053","627111","627916","628853","630199","632070","634414","637097","639920","642717","645448","648157","650951","653976","657305","660974","664888","668863","672678","676137","679189","681833","684087",
"Tunisia","TUN","Population, male","SP.POP.TOTL.MA.IN","2083170","2115933","2153264","2194464","2238275","2283804","2330982","2380168","2431328","2484444","2539528","2596682","2655911","2717055","2779898","2844377","2910089","2977320","3047507","3122596","3203815","3291757","3385529","3483109","3581644","3678993","3773978","3866838","3958541","4050731","4144324","4239655","4335391","4428855","4516436","4595555","4665587","4727300","4781288","4828672","4870592","4906884","4938155","4967355","4998279","5033670","5075016","5121795","5172258","5223571","5273774","5322141","5369593","5417681","5468684","5524057","5584308","5648367","5714284",
"Turkey","TUR","Population, male","SP.POP.TOTL.MA.IN","13692640","14021115","14355680","14696925","15045665","15402599","15767543","16140615","16523268","16917306","17323821","17743668","18175926","18617715","19065040","19515028","19965716","20417766","20874103","21339073","21815326","22303799","22801883","23304399","23804253","24296190","24778756","25252949","25718942","26177688","26630273","27075885","27514978","27951509","28390760","28836446","29289971","29750115","30214701","30680246","31144048","31608401","32074138","32535620","32985357","33419598","33833208","34231986","34636376","35074147","35564234","36110364","36703149","37331597","37978984","38629972","39286260","39942895","40570021",
"Tuvalu","TUV","Population, male","SP.POP.TOTL.MA.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Tanzania","TZA","Population, male","SP.POP.TOTL.MA.IN","4924073","5070388","5222029","5379142","5541883","5710484","5884850","6065309","6253085","6449718","6656268","6873451","7100843","7336888","7579386","7826782","8078572","8335486","8598710","8869977","9150604","9441483","9742491","10052677","10370571","10695444","11025146","11360677","11708025","12075337","12467456","12888816","13335103","13791932","14239439","14664144","15060628","15435346","15801308","16177553","16578362","17008296","17464647","17945723","18447407","18966987","19504914","20063767","20645322","21251844","21884947","22545124","23231871","23944424","24681564","25442149","26226202","27033368","27861684",
"Uganda","UGA","Population, male","SP.POP.TOTL.MA.IN","3363798","3471089","3586010","3707897","3835666","3968286","4106208","4249028","4393796","4536648","4675104","4807896","4936509","5064686","5197750","5339677","5492129","5654520","5825985","6004794","6189901","6380816","6578728","6786238","7006845","7242769","7495066","7762292","8041086","8326677","8615506","8907248","9202660","9500753","9800609","10102090","10404360","10708897","11020763","11346765","11691905","12058625","12446160","12852396","13273662","13707539","14154605","14616822","15094829","15589527","16102185","16629584","17172753","17741948","18350918","19007655","19718317","20474985","21254335",
"Ukraine","UKR","Population, male","SP.POP.TOTL.MA.IN","19033061","19324570","19610251","19886670","20149595","20396174","20624576","20835940","21034141","21224837","21412096","21597495","21779813","21957054","22126001","22284499","22431984","22569754","22699815","22824963","22947253","23086573","23183717","23289978","23403675","23508613","23625608","23753232","23896381","24047886","24132193","24205248","24291679","24316378","24202725","24015106","23802078","23581453","23363674","23134103","22890456","22648593","22411048","22214988","22029860","21849100","21678822","21524682","21384102","21269621","21172699","21092530","21043666","21003947","20912854","20866322","20802948","20726746","20632994",
"Upper middle income","UMC","Population, male","SP.POP.TOTL.MA.IN","595439812","597695974","606381583","620930587","635299755","650149858","666530991","682491918","698920356","716206946","733991094","752117608","769367895","786177647","802319743","817360809","831668122","845262569","858907639","872722169","886387636","900392274","915522945","930681592","945417379","960579293","976549425","993296727","1010135574","1026406995","1042028753","1056800055","1070516191","1083655701","1096520013","1109057541","1121304830","1133374730","1145053979","1156127119","1166688092","1176697199","1186322878","1195823785","1205146962","1214357975","1223290267","1231907779","1240600164","1249612537","1258670272","1268135050","1277955256","1288085820","1298312320","1308371111","1318462868","1328455633","1337435031",
"Uruguay","URY","Population, male","SP.POP.TOTL.MA.IN","1270262","1285747","1300894","1315603","1329842","1343530","1356783","1369430","1380818","1390052","1396582","1400091","1401013","1400539","1400355","1401683","1404928","1409840","1416061","1422952","1430053","1437347","1445016","1452894","1460815","1468640","1476239","1483646","1491190","1499312","1508309","1518183","1528730","1539732","1550898","1561938","1572951","1583818","1593698","1601556","1606706","1608760","1608128","1605991","1603986","1603348","1604473","1607088","1610883","1615291","1619894","1624638","1629701","1635094","1640841","1646965","1653435","1660177","1667053",
"United States","USA","Population, male","SP.POP.TOTL.MA.IN","89503312","90966224","92347226","93655480","94925902","96066449","97111152","98088575","98981930","99871190","100975878","102217027","103291747","104265126","105198491","106201066","107154502","108161709","109234212","110379788","111402057","112488832","113579226","114647762","115664343","116695844","117758675","118778957","119821864","120933139","122308854","123987526","125778639","127526177","129183889","130812745","132419522","134095800","135736774","137370537","138971948","140416645","141784968","143064009","144443341","145822985","147269908","148704288","150141736","151490722","152785850","153941002","155123164","156254813","157457991","158671297","159866624","160933430","161970072",
"Uzbekistan","UZB","Population, male","SP.POP.TOTL.MA.IN","4094771","4237744","4387703","4545750","4713282","4890872","5079621","5278097","5481215","5682140","5876145","6060964","6238386","6412788","6590661","6776687","6972254","7175813","7385628","7598851","7813399","8028904","8246140","8465566","8687966","8913882","9142514","9373356","9607569","9846761","10146775","10375825","10634605","10892269","11119670","11330538","11553711","11774859","11964827","12092261","12258274","12411842","12561854","12706319","12851966","13001681","13161957","13352582","13571695","13806471","14206189","14597643","14819572","15058470","15320041","15594513","15872335","16145448","16430981",
"St. Vincent and the Grenadines","VCT","Population, male","SP.POP.TOTL.MA.IN","37963","38501","38973","39404","39829","40274","40750","41236","41750","42273","42811","43348","43900","44466","45042","45634","46254","46878","47516","48119","48704","49244","49755","50235","50713","51199","51697","52200","52674","53099","53433","53685","53858","53969","54039","54094","54130","54152","54171","54213","54274","54376","54517","54658","54781","54847","54851","54813","54746","54686","54665","54687","54740","54825","54940","55069","55214","55381","55560",
"Venezuela, RB","VEN","Population, male","SP.POP.TOTL.MA.IN","4149366","4299442","4452538","4608756","4768175","4930825","5096922","5266317","5438266","5611723","5786037","5960813","6136455","6314063","6495168","6680889","6871663","7067154","7266691","7469250","7674116","7880842","8089692","8301481","8517352","8738004","8963633","9193497","9426109","9659506","9892140","10123460","10353532","10582241","10809656","11035837","11260296","11482808","11703989","11924749","12145573","12366496","12586783","12805281","13020417","13230916","13432363","13623643","13810285","14000247","14196852","14412921","14641559","14843633","14966181","14976856","14852242","14618459","14353034",
"British Virgin Islands","VGB","Population, male","SP.POP.TOTL.MA.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Virgin Islands (U.S.)","VIR","Population, male","SP.POP.TOTL.MA.IN","16112","17034","17416","19847","20376","21756","23134","24608","27922","30204","31727","35354","37888","41591","44282","46329","46955","45317","46471","46471","48089","48221","48415","48680","48934","49109","49221","49293","49335","49371","50763","51117","51470","51790","52055","52221","52291","52368","52431","52443","52459","52424","52431","52452","52438","52402","52297","52176","52081","51973","51858","51762","51673","51582","51488","51380","51265","51131","50968",
"Vietnam","VNM","Population, male","SP.POP.TOTL.MA.IN","16115836","16608538","17111772","17624922","18147929","18680124","19221711","19770444","20320290","20863537","21395047","21912981","22419938","22920956","23423452","23933542","24452034","24979425","25521148","26083624","26671209","27285870","27925987","28587565","29264509","29951733","30645673","31345109","32049765","32760221","33475242","34195214","34914476","35618562","36288841","36912087","37483788","38007771","38489918","38940013","39366593","39770816","40154364","40527263","40901789","41287303","41687911","42103651","42534438","42978434","43433793","43900655","44378680","44864493","45353645","45842108","46328575","46811226","47284868",
"Vanuatu","VUT","Population, male","SP.POP.TOTL.MA.IN","32872","33841","34835","35880","36990","38186","39460","40818","42241","43700","45191","46687","48204","49733","51298","52899","54552","56225","57900","59510","61027","62440","63774","65051","66337","67662","69022","70427","71917","73557","75378","77428","79668","81996","84224","86264","88047","89633","91139","92761","94596","96727","99083","101614","104196","106753","109252","111739","114284","116990","119920","123105","126515","130076","133697","137313","140896","144468","148033",
"World","WLD","Population, male","SP.POP.TOTL.MA.IN","1515788823","1536407228","1563215084","1596260238","1629474112","1663367113","1698871619","1734007465","1769616750","1807402464","1845619466","1884971253","1923710567","1962006256","2000629708","2038359278","2075157158","2111835746","2149102524","2187293997","2225836812","2265362230","2306368335","2347735208","2388965426","2431014167","2474382114","2518881230","2563884220","2608862289","2654690984","2699233539","2741777811","2784878925","2827484163","2870567634","2912428786","2954075012","2995335373","3036104075","3076631400","3117065037","3157499164","3198064309","3238918643","3280007526","3321431779","3363047344","3405243854","3447380064","3489324246","3530604980","3572784458","3615409008","3658382115","3701440423","3744799643","3787808850","3829946187",
"Samoa","WSM","Population, male","SP.POP.TOTL.MA.IN","55139","56856","58682","60588","62511","64425","66328","68200","69980","71578","72944","74060","74943","75639","76245","76803","77351","77867","78380","78932","79536","80238","81009","81804","82531","83129","83586","83918","84203","84532","84977","85561","86263","87023","87767","88432","89015","89523","89985","90417","90847","91279","91720","92155","92608","93087","93579","94088","94639","95245","95919","96676","97510","98356","99147","99825","100364","100795","101199",
"Kosovo","XKX","Population, male","SP.POP.TOTL.MA.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Yemen, Rep.","YEM","Population, male","SP.POP.TOTL.MA.IN","2660674","2697790","2736478","2776088","2815732","2854831","2893915","2933555","2973370","3012828","3052036","3090575","3130010","3174804","3230815","3302330","3391296","3496835","3616737","3747418","3886306","4034092","4192031","4358843","4532912","4713760","4897608","5086067","5290274","5525364","5800577","6122043","6482134","6859516","7224540","7556149","7846386","8102145","8335444","8565104","8805159","9058530","9321542","9593905","9873764","10159783","10452435","10752930","11061202","11377054","11700027","12030236","12366905","12707588","13049128","13389157","13726533","14061477","14394616",
"South Africa","ZAF","Population, male","SP.POP.TOTL.MA.IN","8549282","8757659","8974415","9199895","9434448","9678289","9931309","10193301","10464182","10743838","11031978","11329469","11635889","11948278","12262660","12576638","12887715","13197713","13513756","13845707","14200090","14580395","14983043","15398893","15814889","16221813","16614533","16996093","17375215","17764880","18173480","18604249","19051179","19502213","19940511","20353840","20739056","21099561","21437875","21758921","22067113","22362909","22647370","22926678","23208605","23499325","23800303","24112036","24438328","24783168","25148648","25537173","25946308","26366965","26786643","27196034","27591553","27974763","28347838",
"Zambia","ZMB","Population, male","SP.POP.TOTL.MA.IN","1525273","1571698","1619555","1668995","1720276","1773630","1829105","1886787","1946997","2010102","2076389","2146026","2218990","2295138","2374220","2456054","2540456","2627498","2717499","2810922","2908012","3008762","3112743","3219292","3327476","3436546","3546641","3657670","3768373","3877192","3983238","4085747","4185626","4285698","4389858","4500899","4620155","4746888","4879322","5014695","5151128","5288459","5427828","5570247","5717176","5869896","6028318","6192730","6365152","6548143","6743340","6951843","7172758","7403326","7639557","7878582","8119435","8362917","8610057",
"Zimbabwe","ZWE","Population, male","SP.POP.TOTL.MA.IN","1882954","1947007","2013965","2083581","2155422","2229245","2304838","2382440","2462776","2546829","2635275","2728791","2827078","2928675","3031534","3134346","3236185","3338036","3442899","3554937","3677000","3809292","3950255","4098645","4252550","4409959","4570697","4733271","4892603","5042292","5177638","5296505","5399508","5488130","5565161","5632788","5692103","5742912","5784771","5816868","5839320","5852220","5858068","5862417","5872376","5893290","5926878","5972699","6031013","6101367","6183042","6277088","6382955","6496230","6610967","6722890","6830237","6934138","7036787",
